Turboveg releve number,Field releve number,Modified releve number for plot map,Date (year/month/day),Year plot surveyed,Dataset,Surveyed by (PI of project),lat,lon,System for plant community name,Plant community name,Habitat Type,Number of species,Ancillary data available,Cover abundance scale,image_url1,image_url2,image_url3
12872,TBL_II_1,TBL_II_1,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf Birch-heath-lichens stand (deeper soil),"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12873,TBL_II-2,TBL_II-2,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf Birch-heath-lichens stand (deeper soil),"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12874,TBL_II-3,TBL_II-3,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf Birch-heath-lichens stand (deeper soil),"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12875,TBL_II-4,TBL_II-4,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf Birch-heath-lichens stand (deeper soil),"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12876,TBL_II-5,TBL_II-5,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf Birch-heath-lichens stand (deeper soil),"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12877,TBL_II-6,TBL_II-6,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf Birch-heath-lichens stand (deeper soil),"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12878,TBL_II-7,TBL_II-7,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf Birch-heath-lichens stand (deeper soil),"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12879,TBL_II-8,TBL_II-8,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf Birch-heath-lichens stand (deeper soil),"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12880,TBL_II-9,TBL_II-9,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf Birch-heath-lichens stand (deeper soil),"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12881,TBL_II-10,TBL_II-10,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf Birch-heath-lichens stand (deeper soil),"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12882,TBL_III_1,TBL_III_1,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf birch-heath-lichens stand (shallower soil),"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12883,TBL_III-2,TBL_III-2,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf birch-heath-lichens stand (shallower soil),"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12884,TBL_III-3,TBL_III-3,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf birch-heath-lichens stand (shallower soil),"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12885,TBL_III-4,TBL_III-4,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf birch-heath-lichens stand (shallower soil),"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12886,TBL_III-5,TBL_III-5,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf birch-heath-lichens stand (shallower soil),"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12887,TBL_III-6,TBL_III-6,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf birch-heath-lichens stand (shallower soil),"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12888,TBL_III-7,TBL_III-7,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf birch-heath-lichens stand (shallower soil),"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12889,TBL_III-8,TBL_III-8,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf birch-heath-lichens stand (shallower soil),"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12890,TBL_III-9,TBL_III-9,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf birch-heath-lichens stand (shallower soil),"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12891,TBL_III-10,TBL_III-10,19510730,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Dwarf birch-heath-lichens stand (shallower soil),"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12892,TBL_IV_1,TBL_IV_1,19510801,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Four-angled heather-blueberry moss stand,Shallow acidic snowbeds (Cassiope-Carex microchaeta-Hylocomium communities),,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12893,TBL_IV-2,TBL_IV-2,19510801,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Four-angled heather-blueberry moss stand,Shallow acidic snowbeds (Cassiope-Carex microchaeta-Hylocomium communities),,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12894,TBL_IV-3,TBL_IV-3,19510801,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Four-angled heather-blueberry moss stand,Shallow acidic snowbeds (Cassiope-Carex microchaeta-Hylocomium communities),,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12895,TBL_IV-4,TBL_IV-4,19510801,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Four-angled heather-blueberry moss stand,Shallow acidic snowbeds (Cassiope-Carex microchaeta-Hylocomium communities),,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12896,TBL_IV-5,TBL_IV-5,19510801,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Four-angled heather-blueberry moss stand,Shallow acidic snowbeds (Cassiope-Carex microchaeta-Hylocomium communities),,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12897,TBL_IV-6,TBL_IV-6,19510801,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Four-angled heather-blueberry moss stand,Shallow acidic snowbeds (Cassiope-Carex microchaeta-Hylocomium communities),,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12898,TBL_IV-7,TBL_IV-7,19510801,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Four-angled heather-blueberry moss stand,Shallow acidic snowbeds (Cassiope-Carex microchaeta-Hylocomium communities),,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12899,TBL_IV-8,TBL_IV-8,19510801,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Four-angled heather-blueberry moss stand,Shallow acidic snowbeds (Cassiope-Carex microchaeta-Hylocomium communities),,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12900,TBL_IV-9,TBL_IV-9,19510801,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Four-angled heather-blueberry moss stand,Shallow acidic snowbeds (Cassiope-Carex microchaeta-Hylocomium communities),,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12901,TBL_IV-10,TBL_IV-10,19510801,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Four-angled heather-blueberry moss stand,Shallow acidic snowbeds (Cassiope-Carex microchaeta-Hylocomium communities),,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12902,TBL_V_1,TBL_V_1,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine bearberry-mountain cranberry type,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12903,TBL_V-2,TBL_V-2,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine bearberry-mountain cranberry type,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12904,TBL_V-3,TBL_V-3,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine bearberry-mountain cranberry type,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12905,TBL_V-4,TBL_V-4,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine bearberry-mountain cranberry type,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12906,TBL_V-5,TBL_V-5,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine bearberry-mountain cranberry type,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12907,TBL_V-6,TBL_V-6,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine bearberry-mountain cranberry type,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12908,TBL_V-7,TBL_V-7,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine bearberry-mountain cranberry type,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12909,TBL_V-8,TBL_V-8,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine bearberry-mountain cranberry type,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12910,TBL_V-9,TBL_V-9,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine bearberry-mountain cranberry type,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12911,TBL_V-10,TBL_V-10,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine bearberry-mountain cranberry type,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12912,TBL_VI_1,TBL_VI_1,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine Dryas stand,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12913,TBL_VI-2,TBL_VI-2,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine Dryas stand,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12914,TBL_VI-3,TBL_VI-3,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine Dryas stand,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12915,TBL_VI-4,TBL_VI-4,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine Dryas stand,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12916,TBL_VI-5,TBL_VI-5,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine Dryas stand,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12917,TBL_VI-6,TBL_VI-6,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine Dryas stand,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12918,TBL_VI-7,TBL_VI-7,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine Dryas stand,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12919,TBL_VI-8,TBL_VI-8,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine Dryas stand,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12920,TBL_VI-9,TBL_VI-9,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine Dryas stand,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12921,TBL_VI-10,TBL_VI-10,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Alpine Dryas stand,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12922,TBL_VII_1,TBL_VII_1,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Cloudberry-dwarf shrub-marsh,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12923,TBL_VII-2,TBL_VII-2,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Cloudberry-dwarf shrub-marsh,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12924,TBL_VII-3,TBL_VII-3,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Cloudberry-dwarf shrub-marsh,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12925,TBL_VII-4,TBL_VII-4,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Cloudberry-dwarf shrub-marsh,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12926,TBL_VII-5,TBL_VII-5,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Cloudberry-dwarf shrub-marsh,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12927,TBL_VII-6,TBL_VII-6,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Cloudberry-dwarf shrub-marsh,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12928,TBL_VII-7,TBL_VII-7,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Cloudberry-dwarf shrub-marsh,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12929,TBL_VII-8,TBL_VII-8,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Cloudberry-dwarf shrub-marsh,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12930,TBL_VII-9,TBL_VII-9,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Cloudberry-dwarf shrub-marsh,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12931,TBL_VII-10,TBL_VII-10,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Cloudberry-dwarf shrub-marsh,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12932,TBL_VIII_1,TBL_VIII_1,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Sedge-moss marsh,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12933,TBL_VIII-2,TBL_VIII-2,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Sedge-moss marsh,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12934,TBL_VIII-3,TBL_VIII-3,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Sedge-moss marsh,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12935,TBL_VIII-4,TBL_VIII-4,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Sedge-moss marsh,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12936,TBL_VIII-5,TBL_VIII-5,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Sedge-moss marsh,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12937,TBL_VIII-6,TBL_VIII-6,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Sedge-moss marsh,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12938,TBL_VIII-7,TBL_VIII-7,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Sedge-moss marsh,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12939,TBL_VIII-8,TBL_VIII-8,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Sedge-moss marsh,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12940,TBL_VIII-9,TBL_VIII-9,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Sedge-moss marsh,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
12941,TBL_VIII-10,TBL_VIII-10,19510802,1951,Nome (Hanson 1953),Herbert C. Hanson,64.501111,-165.406389,Field community name,Sedge-moss marsh,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,General community photos,Hult-Sernander-Du Rietz (Daniels),,,
