Turboveg releve number,Field releve number,Modified releve number for plot map,Date (year/month/day),Year plot surveyed,Dataset,Surveyed by (PI of project),lat,lon,System for plant community name,Plant community name,Habitat Type,Number of species,Ancillary data available,Cover abundance scale,image_url1,image_url2,image_url3,image_url4,image_url5
10642,2_4,2_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.327265,-148.787681,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage, , ,,,
10643,2_5,2_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.327265,-148.787681,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage, , ,,,
10644,2_6,2_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.327265,-148.787681,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage, , ,,,
10645,2_7,2_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.327265,-148.787681,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage, , ,,,
10646,3_1,3_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.29377,-148.90238,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage, , ,,,
10647,3_2,3_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.29377,-148.90238,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Trisetum spicatum-Potentilla uniflora","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage, , ,,,
10648,3_3,3_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.29377,-148.90238,Field Name,Dryas integrifolia-Astragalus umbellatus-Carex rupestris,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage, , ,,,
10649,3_4,3_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.29377,-148.90238,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage, , ,,,
10650,3_5,3_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.29377,-148.90238,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Oxyria digyna","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage, , ,,,
10651,3_6,3_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.29377,-148.90238,Field Name,Cerastium beeringianum-Ranunculus pedatifidus Trisetum spicatum-Potentilla uniflora,"Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage, , ,,,
10652,3_7,3_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.29377,-148.90238,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage, , ,,,
10653,4_1,4_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.269593,-148.573711,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,, ,,,
10654,4_2,4_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.269593,-148.573711,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Trisetum spicatum-Potentilla uniflora","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,, ,,,
10655,4_3,4_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.269593,-148.573711,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,, ,,,
10656,4_4,4_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.269593,-148.573711,Field Name,Cassiope tetragona-Dryas integrifolia,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,, ,,,
10657,4_5,4_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.269593,-148.573711,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,, ,,,
10658,4_6,4_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.269593,-148.573711,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex petricosa-Carex nardina",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,, ,,,
10659,4_7,4_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.269593,-148.573711,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,, ,,,
10660,5_1,5_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.269873,-148.57425,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,, ,,,
10661,5_2,5_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.269873,-148.57425,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Trisetum spicatum-Potentilla uniflora","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,, ,,,
10662,5_3,5_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.269873,-148.57425,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,, ,,,
10663,5_4,5_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.269873,-148.57425,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10664,5_5,5_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.269873,-148.57425,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10665,5_6,5_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.269873,-148.57425,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Trisetum spicatum-Potentilla uniflora","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10666,5_7,5_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.269873,-148.57425,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10667,6_1,6_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.290003,-148.759864,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10668,6_2,6_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.290003,-148.759864,Field Name,Cerastium beeringianum-Ranunculus pedatifidus,"Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10669,6_3,6_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.290003,-148.759864,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10670,6_4,6_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.290003,-148.759864,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10671,6_5,6_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.290003,-148.759864,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10672,6_6,6_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.290003,-148.759864,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10673,6_7,6_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.290003,-148.759864,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10674,7_1,7_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.782469,-149.134611,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10675,7_2,7_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.782469,-149.134611,Field Name,"Poa glauca-Bromus pumpellianus, Facies Carex obtusata-Saxifraga tricuspidata","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10676,7_3,7_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.782469,-149.134611,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Dryas integrifolia-Astragalus umbellatus-Kobresia myosuroides","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10677,7_4,7_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.782469,-149.134611,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Arctous rubra-Rhododendron lapponicum","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10678,7_5,7_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.782469,-149.134611,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Arctous rubra-Rhododendron lapponicum","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10679,7_6,7_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.782469,-149.134611,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex petricosa-Carex nardina",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10680,7_7,7_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.782469,-149.134611,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10681,8_1,8_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.037697,-148.010241,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10682,8_2,8_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.037697,-148.010241,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Festuca baffinensis-Luzula confusa","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10683,8_3,8_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.037697,-148.010241,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10684,8_4,8_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.037697,-148.010241,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10685,8_5,8_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.037697,-148.010241,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10686,8_6,8_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.037697,-148.010241,Field Name,Cerastium beeringianum-Ranunculus pedatifidus,"Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10687,8_7,8_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.037697,-148.010241,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10688,9_1,9_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.795433,-147.906266,Field Name,Saxifraga bronchialis-Sphaerophorus globosus,"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",,None,Percentage,,,,,
10689,9_2,9_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.795433,-147.906266,Field Name,"Poa glauca-Bromus pumpellianus, Facies Carex obtusata-Saxifraga tricuspidata","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10690,9_3,9_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.795433,-147.906266,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10691,9_4,9_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.795433,-147.906266,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Ledum decumbens-Betula nana","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10692,9_5,9_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.795433,-147.906266,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Ledum decumbens-Betula nana","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10693,9_6,9_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.795433,-147.906266,Field Name,"Poa glauca-Bromus pumpellianus, Facies Carex obtusata-Saxifraga tricuspidata","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10694,9_7,9_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.795433,-147.906266,Field Name,Saxifraga bronchialis-Sphaerophorus globosus,"Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10695,9_8,9_8,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.795433,-147.906266,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Ledum decumbens-Betula nana","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10696,10_1,10_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.826314,-147.902056,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Ledum decumbens-Betula nana","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10697,10_2,10_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.826314,-147.902056,Field Name,"Poa glauca-Bromus pumpellianus, Facies Potentilla hookeriana-Polemonium acutiflorum","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10698,10_3,10_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.826314,-147.902056,Field Name,Salix rotundifolia-Dryas integrifolia,"Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10699,10_4,10_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.826314,-147.902056,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Ledum decumbens-Betula nana","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10700,10_5,10_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.826314,-147.902056,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Ledum decumbens-Betula nana","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10701,10_6,10_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.826314,-147.902056,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10702,10_7,10_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.826314,-147.902056,Field Name,"Poa glauca-Bromus pumpellianus, Facies Kobresia myosuroides-Salix glauca",Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,None,Percentage,,,,,
10703,11_1,11_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.93774,-147.656937,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10704,11_2,11_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.93774,-147.656937,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Trisetum spicatum-Potentilla uniflora","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10705,11_3,11_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.93774,-147.656937,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Ledum decumbens-Betula nana","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10706,11_4,11_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.93774,-147.656937,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10707,11_5,11_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.93774,-147.656937,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Oxyria digyna","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10708,11_6,11_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.93774,-147.656937,Field Name,"Poa glauca-Bromus pumpellianus, Facies Carex obtusata-Saxifraga tricuspidata","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10709,11_7,11_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.93774,-147.656937,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10710,12_1,12_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.492917,-149.52065,Field Name,Cerastium beeringianum-Minuartia rubella,Talus marsh communities,,None,Percentage,,,,,
10711,12_2,12_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.492917,-149.52065,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Festuca baffinensis-Luzula confusa","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
