Turboveg releve number,Field releve number,Modified releve number for plot map,Date (year/month/day),Year plot surveyed,Dataset,Surveyed by (PI of project),lat,lon,System for plant community name,Plant community name,Habitat Type,Number of species,Ancillary data available,Cover abundance scale,image_url1,image_url2,image_url3
11696,BELA_T02_05_2002,BELA_T02_05_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.4736,-164.1501333,Field community name,Betula nana-Salix planifolia ssp. pulchra-Eriophorum angustifolium,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
11697,BELA_T02_06_2002,BELA_T02_06_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.47786667,-164.1507167,Field community name,Ledum decumbens-Vaccinium vitis-idaea-fruticose or foliose lichen,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
11698,BELA_T02_07_2002,BELA_T02_07_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.48481667,-164.14325,Field community name,Andromeda polifolia-Sphagnum sp.,"Moist to wet grassy meadows with Calamagrostis canadensis, Polemonium acutiflorum, Potentilla palustris",,"plot map, soil descriptions a few select plots",Percent,,,
11699,BELA_T02_08_2002,BELA_T02_08_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.48405,-164.13744,Field community name,Betula nana-Eriophorum vaginatum,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11700,BELA_T02_09_2002,BELA_T02_09_2002,20020714,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.48358333,-164.13445,Field community name,Carex chordorrhiza-Carex aquatilis,"Moist to wet grassy meadows with Calamagrostis canadensis, Polemonium acutiflorum, Potentilla palustris",,"plot map, soil descriptions a few select plots",Percent,,,
11701,BELA_T03_01_2002,BELA_T03_01_2002,20020710,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.55236,-163.69836,Field community name,Cladina stellaris-Loiseleuria procumbens,"Coastal communities influenced by saline soils (Puccinellia andersonii, Mertensia maritima, Honkenya peploides, Salix ovalifolia, Braya purpurascens, Cochlearia communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11702,BELA_T03_02_2002,BELA_T03_02_2002,20020710,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.55305,-163.6960333,Field community name,Cladina stellaris-Loiseleuria procumbens,"Coastal communities influenced by saline soils (Puccinellia andersonii, Mertensia maritima, Honkenya peploides, Salix ovalifolia, Braya purpurascens, Cochlearia communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11703,BELA_T03_03_2002,BELA_T03_03_2002,20020710,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.55676667,-163.6889833,Field community name,Cladina stellaris-Loiseleuria procumbens,Elymus arenarius and other active dune communities,,"plot map, soil descriptions a few select plots",Percent,,,
11704,BELA_T03_04_2002,BELA_T03_04_2002,20020710,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.5597,-163.6801333,Field community name,Betula nana-Salix planifolia ssp. pulchra-Eriophorum angustifolium,"Coastal communities influenced by saline soils (Puccinellia andersonii, Mertensia maritima, Honkenya peploides, Salix ovalifolia, Braya purpurascens, Cochlearia communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11705,BELA_T03_05_2002,BELA_T03_05_2002,20020710,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.55948333,-163.678,Field community name,Betula nana-Eriophorum vaginatum,Moist to wet coastal tundra (Carex or Eriophorum mixed with Dupontia),,"plot map, soil descriptions a few select plots",Percent,,,
11706,BELA_T04_01_2002,BELA_T04_01_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.38378333,-163.6922833,Field community name,Alnus crispa-Calamagrostis canadensis,Elymus arenarius and other active dune communities,,"plot map, soil descriptions a few select plots",Percent,,,
11707,BELA_T04_02_2002,BELA_T04_02_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.3845,-163.6953167,Field community name,Alnus crispa-Salix planifolia ssp. pulchra-Hylocomium splendens,Elymus arenarius and other active dune communities,,"plot map, soil descriptions a few select plots",Percent,cir_nsflux_site_14_aerial.tif,,
11708,BELA_T04_03_2002,BELA_T04_03_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.38385,-163.6964667,Field community name,Salix lanata ssp. richardsonii-Equisetum arvense,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,cir_nsflux_site_15_aerial.tif,,
11709,BELA_T04_04_2002,BELA_T04_04_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.38303333,-163.6999833,Field community name,Salix planifolia ssp. pulchra-Betula nana-Polygonum bistorta,,,"plot map, soil descriptions a few select plots",Percent,cir_nsflux_site_16_aerial.tif,,
11710,BELA_T04_05_2002,BELA_T04_05_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.38148333,-163.7145333,Field community name,Salix planifolia ssp. pulchra-Valeriana capitata,,,"plot map, soil descriptions a few select plots",Percent,cir_nsflux_site_16_aerial.tif,,
11711,BELA_T04_06_2002,BELA_T04_06_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.38136667,-163.7205833,Field community name,Dryas integrifolia-Carex bigelowii-Equisetum arvense,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11712,BELA_T04_07_2002,BELA_T04_07_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.36481667,-163.7234833,Field community name,Alnus crispa-Calamagrostis canadensis,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11713,BELA_T04_08_2002,BELA_T04_08_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.36185,-163.71705,Field community name,Dryas octopetala-Saxifraga oppositifolia,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11714,BELA_T05_01_2002,BELA_T05_01_2002,20020710,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.28551667,-163.7155333,Field community name,lichen-Hierochloë alpina,"Dry non-acidic coastal tundra (Dryas integrifolia, Salix rotundifolia, Ochrolechia frigida)",,"plot map, soil descriptions a few select plots",Percent,,,
11715,BELA_T05_02_2002,BELA_T05_02_2002,20020710,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.29105,-163.7265667,,Cassiope tetragona-Dryas octopetala-Polygonum bistorta,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11716,BELA_T05_04_2002,BELA_T05_04_2002,20020710,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.29485,-163.7515167,,Dryas octopetala-Hierochloë alpina,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
11717,BELA_T06_01_2002,BELA_T06_01_2002,20020815,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.34291667,-162.8118167,,Betula nana-Ledum decumbens,Alder communities,,"plot map, soil descriptions a few select plots",Percent,,,
11718,BELA_T06_02_2002,BELA_T06_02_2002,20020815,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.34315,-162.8110833,,Alnus crispa-Salix planifolia ssp. pulchra-Hylocomium splendens,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
11719,BELA_T06_03_2002,BELA_T06_03_2002,20020815,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.27671667,-162.8354667,,lichen-Hierochloë alpina,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
11720,BELA_T06_05_2002,BELA_T06_05_2002,20020815,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.2774,-162.8336833,,Cassiope tetragona-Dryas octopetala-Polygonum bistorta,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
11721,BELA_T06_06_2002,BELA_T06_06_2002,20020815,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.27948333,-162.8309833,,Betula nana-Salix planifolia ssp. pulchra-Eriophorum angustifolium,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
11722,BELA_T06_07_2002,BELA_T06_07_2002,20020815,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.27778333,-162.8251667,,Dryas octopetala-Hierochloë alpina,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
11723,BELA_T06_08_2002,BELA_T06_08_2002,20020815,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.28118333,-162.8192333,,salpul-Lichen-dryoct-Moss-salarc-carbig-castet,Elymus arenarius and other active dune communities,,"plot map, soil descriptions a few select plots",Percent,,,
11724,BELA_T06_09_2002,BELA_T06_09_2002,20020815,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.28326667,-162.8227833,,lichen-Hierochloë alpina,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
11725,BELA_T06_10_2002,BELA_T06_10_2002,20020815,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.28598333,-162.8253833,,Betula nana-Loiseleuria procumbens,Moist to wet coastal tundra (Carex or Eriophorum mixed with Dupontia),,"plot map, soil descriptions a few select plots",Percent,,,
11726,BELA_T07a_01_2002,BELA_T07a_01_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.50508333,-163.5660667,,Cladina stellaris-Loiseleuria procumbens,Moist to wet coastal tundra (Carex or Eriophorum mixed with Dupontia),,"plot map, soil descriptions a few select plots",Percent,,,
11727,BELA_T07a_02_2002,BELA_T07a_02_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.50509,-163.56607,,Cladina stellaris-Loiseleuria procumbens,Moist to wet coastal tundra (Carex or Eriophorum mixed with Dupontia),,"plot map, soil descriptions a few select plots",Percent,,,
11728,BELA_T08_01_2002,BELA_T08_01_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.66703333,-164.2688167,,Dryas octopetala-Saxifraga oppositifolia,Elymus arenarius and other active dune communities,,"plot map, soil descriptions a few select plots",Percent,,,
11729,BELA_T08_02_2002,BELA_T08_02_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.6674,-164.27215,,Dryas integrifolia-Carex scirpoidea-Silene acaulis,"10.1Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas-Cooper units 26, 29, 32, 34)",,"plot map, soil descriptions a few select plots",Percent,,,
11730,BELA_T08_03_2002,BELA_T08_03_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.66671667,-164.2648167,,Dryas integrifolia-Carex scirpoidea-Silene acaulis,Elymus arenarius and other active dune communities,,"plot map, soil descriptions a few select plots",Percent,,,
11731,BELA_T08_04_2002,BELA_T08_04_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.66058333,-164.2657167,,Dryas octopetala-Saxifraga oppositifolia,"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11732,BELA_T08_05_2002,BELA_T08_05_2002,20020713,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.65723333,-164.2627833,,Salix lanata ssp. richardsonii-Equisetum arvense,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11733,BELA_T09_01_2002,BELA_T09_01_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.76553333,-164.1918667,,Dryas octopetala-Saxifraga oppositifolia,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11734,BELA_T09_02_2002,BELA_T09_02_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.76445,-164.1880333,,Dryas octopetala-Saxifraga oppositifolia,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11735,BELA_T09_03_2002,BELA_T09_03_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.76581,-164.18665,,Dryas integrifolia-Carex scirpoidea-Silene acaulis,9.5,,"plot map, soil descriptions a few select plots",Percent,,,
11736,BELA_T09_04_2002,BELA_T09_04_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.76386667,-164.1787167,,Dryas integrifolia-Carex scirpoidea-Silene acaulis,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11737,BELA_T09_05_2002,BELA_T09_05_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.76291667,-164.16735,,Salix lanata ssp. richardsonii-Equisetum arvense,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11738,BELA_T10_02_2002,BELA_T10_02_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.83933333,-164.0369833,,Salix alaxensis-Epilobium latifolium,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11739,BELA_T10_03_2002,BELA_T10_03_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.83858333,-164.0378167,,Salix alaxensis-Epilobium latifolium,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
11740,BELA_T10_04_2002,BELA_T10_04_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.83818333,-164.03655,,Salix lanata ssp. richardsonii-Salix reticulata,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
11741,BELA_T10_05_2002,BELA_T10_05_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.8378,-164.03575,,Moss-salala-carbig-salgla-betnan-salpul-salret,"Moist to wet grassy meadows with Calamagrostis canadensis, Polemonium acutiflorum, Potentilla palustris",,"plot map, soil descriptions a few select plots",Percent,,,
11742,BELA_T10_06_2002,BELA_T10_06_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.83736667,-164.03385,,Moss-eriang-carbig-carsax-eriop-betnan-salret,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11743,BELA_T10_07_2002,BELA_T10_07_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.83493333,-164.0236333,,Betula nana-Eriophorum vaginatum,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11744,BELA_T10_08_2002,BELA_T10_08_2002,20020711,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.83595,-164.0360167,,Salix lanata ssp. richardsonii-Salix reticulata,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
11745,BELA_T11_01_2002,BELA_T11_01_2002,20020715,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.83913333,-163.4980833,,Dryas octopetala-Saxifraga oppositifolia,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
11746,BELA_T11_02_2002,BELA_T11_02_2002,20020715,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.83763333,-163.4946,,Dryas octopetala-Saxifraga oppositifolia,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
11747,BELA_T11_03_2002,BELA_T11_03_2002,20020715,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.84066667,-163.5103,,Dryas integrifolia-Carex scirpoidea-Rhododendron lapponicum,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11748,BELA_T11_04_2002,BELA_T11_04_2002,20020715,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.8396,-163.5180833,,Salix lanata ssp. richardsonii-Equisetum arvense,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11749,BELA_T11_05_2002,BELA_T11_05_2002,20020715,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.84001667,-163.5199833,,Moss-salgla-arcrub-fesalt-betnan-potfru-salret,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11750,BELA_T11_07_2002,BELA_T11_07_2002,20020715,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.8367,-163.5268,,Dryas integrifolia-Carex scirpoidea-Rhododendron lapponicum,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11751,BELA_T11_08_2002,BELA_T11_08_2002,20020715,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.83278333,-163.5185,,Salix lanata ssp. richardsonii-Equisetum arvense,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11752,BELA_T11_09_2002,BELA_T11_09_2002,20020715,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.83372,-163.5184,,Dryas integrifolia-Carex scirpoidea-Rhododendron lapponicum,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
11753,BELA_T12_01_2002,BELA_T12_01_2002,20020915,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.83376667,-164.5459333,,Dryas octopetala-Hierochloë alpina,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11754,BELA_T12_02_2002,BELA_T12_02_2002,20020915,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.83468333,-164.5422833,,Dryas octopetala-Hierochloë alpina,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11755,BELA_T12_03_2002,BELA_T12_03_2002,20020915,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.83675,-164.5385833,,Dryas octopetala-Vaccinium uliginosum-Festuca altaica,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11756,BELA_T12_04_2002,BELA_T12_04_2002,20020915,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.83806667,-164.5384667,,Carex aquatilis-Salix planifolia ssp. pulchra,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
11757,BELA_T12_05_2002,BELA_T12_05_2002,20020915,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.83883333,-164.5407833,,Betula nana-Ledum decumbens,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
11758,BELA_T12_06_2002,BELA_T12_06_2002,20020915,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.84076667,-164.53625,,Betula nana-Ledum decumbens,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11759,BELA_T12_07_2002,BELA_T12_07_2002,20020915,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,65.84425,-164.531,,Ledum decumbens-Vaccinium vitis-idaea-fruticose or foliose lichen,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
11760,BELA_T13_01_2002,BELA_T13_01_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.01906667,-165.175,,Betula nana-Eriophorum vaginatum,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
11761,BELA_T13_02_2002,BELA_T13_02_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.01611667,-165.17005,,Andromeda polifolia-Sphagnum sp.,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11762,BELA_T13_03_2002,BELA_T13_03_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.01471667,-165.1690833,,Ledum decumbens-Vaccinium vitis-idaea-fruticose or foliose lichen,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11763,BELA_T13_04_2002,BELA_T13_04_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.0123,-165.16765,,Betula nana-Eriophorum vaginatum,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
11764,BELA_T13_05_2002,BELA_T13_05_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.01098333,-165.1646167,,Betula nana-Ledum decumbens,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11765,BELA_T13_06_2002,BELA_T13_06_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.00808333,-165.1601333,,Carex aquatilis-Salix planifolia ssp. pulchra,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
11766,BELA_T13_07_2002,BELA_T13_07_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.00851667,-165.1519667,,Betula nana-Salix planifolia ssp. pulchra-Eriophorum angustifolium,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
11767,BELA_T13_08_2002,BELA_T13_08_2002,20020712,2002,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,66.00883333,-165.1523667,,Hippuris vulgaris-Utricularia vulgaris macrorhiza,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
